Site,Survey date,Site Number,Detector number,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE,DATE,TIME,HOUR,TIME-12, HOUR-12,AUTO ID,PULSES,MATCHING,MARGIN,ALTERNATES,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID
High Marks Barn,22/08/2016,39,T2,,20160827_054227.wav,0,0,2.011,0_20160827_054227_000,27/08/2016,05:42:27,5,17:42:27,17,RHFE,2,2,0.761576,,2,82.075,0.93,17.722,83.333,81.633,82.621,185.102,82.908,0.048,12.69,17.722,0.48,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160827_205050.wav,0,0,6.905,0_20160827_205050_000,27/08/2016,20:50:50,20,08:50:50,8,RHFE,3,3,0.705929,,3,82.495,4.68,5.277,83.924,81.916,82.708,165.992,83.345,0.064,52.489,5.277,1.51,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160825_211958.wav,0,0,2.265,0_20160825_211958_000,25/08/2016,21:19:58,21,09:19:58,9,RHFE,3,3,0.636565,,3,82.766,-0.72,28.119,83.629,81.361,82.408,109.078,82.211,0.049,-78.266,28.07,1.18,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160827_054305.wav,0,0,2.009,0_20160827_054305_000,27/08/2016,05:43:05,5,17:43:05,17,RHFE,3,3,0.475821,,3,83.05,-0.15,10.524,83.653,79.705,82.671,150.889,82.766,0.129,-530.035,10.524,0.65,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160824_053052.wav,0,0,2.351,0_20160824_053052_000,24/08/2016,05:30:52,5,17:30:52,17,RHFE,3,3,0.624732,,3,82.2,0.32,26.008,83.062,81.361,82.349,173.736,82.779,0.049,51.948,26.008,2.89,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160824_021518.wav,0,0,2.357,0_20160824_021518_000,24/08/2016,02:15:18,2,14:15:18,14,RHFE,3,3,0.667534,,3,83.333,-1.35,5.436,84.22,82.483,83.348,176.45,83.062,0.048,97.294,5.419,1.11,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160824_043300.wav,0,0,2.048,0_20160824_043300_000,24/08/2016,04:33:00,4,16:33:00,16,RHFE,3,3,0.480391,,3,80.816,0,27.304,81.633,77.419,80.54,118.564,80.816,0.05,-1025.203,27.304,1.38,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160827_051029.wav,0,0,2.032,0_20160827_051029_000,27/08/2016,05:10:29,5,17:10:29,17,RHFE,3,3,0.795029,,3,81.088,3.84,9.356,82.211,80.544,81.461,178.368,81.655,0.133,-41.964,9.356,1.98,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160829_053442.wav,0,0,2.191,0_20160829_053442_000,29/08/2016,05:34:42,5,17:34:42,17,RHFE,3,3,0.49724,,3,82.483,0.99,6.257,83.05,78.866,82.119,262.692,82.483,0.065,-477.179,6.257,1.07,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160827_205115.wav,0,0,2.485,0_20160827_205115_000,27/08/2016,20:51:15,20,08:51:15,8,RHFE,4,4,0.696708,,4,82.483,3.82,4.541,83.998,82.27,82.784,120.261,83.333,0.072,278.309,4.541,0.95,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160826_050039.wav,0,0,2.34,0_20160826_050039_000,26/08/2016,05:00:39,5,17:00:39,17,RHFE,4,4,0.663935,,4,83.333,0.02,10.575,84.441,82.483,83.509,160.384,83.342,0.048,-3.34,10.575,0.96,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160827_211053.wav,0,0,2.373,0_20160827_211053_000,27/08/2016,21:10:53,21,09:10:53,9,RHFE,4,4,0.705941,,4,82.483,2.99,4.449,83.777,82.27,82.857,120.213,83.121,0.048,210.689,4.449,1.36,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160827_050101.wav,0,0,2.024,0_20160827_050101_000,27/08/2016,05:01:01,5,17:01:01,17,RHFE,2,2,0.812312,,2,80.832,0.24,11.562,82.075,80.016,80.904,106.641,80.816,0.049,220.523,11.562,0.88,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160824_052039.wav,0,0,2.22,0_20160824_052039_000,24/08/2016,05:20:39,5,17:20:39,17,RHFE,5,5,0.692104,,5,81.973,0.37,16.467,82.993,81.143,82.121,101.692,82.313,0.048,-17.609,16.457,3.78,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160827_015121.wav,0,0,2.129,0_20160827_015121_000,27/08/2016,01:51:21,1,13:51:21,13,RHFE,7,7,0.643615,,7,81.176,-0.25,8.048,82.123,76.883,81.085,141.127,81.293,0.063,-405.962,8.039,3.23,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160826_204955.wav,0,0,3.116,0_20160826_204955_000,26/08/2016,20:49:55,20,08:49:55,8,RHFE,7,7,0.687194,,7,82.726,4,6.779,83.597,82.123,82.952,149.105,83.232,0.048,-25.848,6.779,1.1,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160823_031702.wav,0,0,2.792,0_20160823_031702_000,23/08/2016,03:17:02,3,15:17:02,15,NoID,16,0,0,,16,81.756,1.56,17.028,82.924,78.773,81.804,90.573,81.707,0.417,-19.196,16.843,11.1,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160827_024614.wav,0,0,2.043,0_20160827_024614_000,27/08/2016,02:46:14,2,14:46:14,14,Noise,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160823_052458.wav,0,0,7.219,0_20160823_052458_000,23/08/2016,05:24:58,5,17:24:58,17,PIPI,43,30,0.113799,RHFE;MYBR;PINA,43,51.168,29.33,5.519,58.377,50.493,52.755,164.748,52.182,2.119,275.137,5.071,12.66,1,PIPI PIPI RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_013702.wav,0,0,4.107,0_20160826_013702_000,26/08/2016,01:37:02,1,13:37:02,13,PIPI,7,4,0.058823,RHFE,7,63.004,31.87,10.804,64.945,60.826,63.435,214.527,63.614,1.033,-115.143,10.147,9.69,1,RHFE PIPI
High Marks Barn,22/08/2016,73,U1,,20160826_045932.wav,0,0,7.697,0_20160826_045932_000,26/08/2016,04:59:32,4,16:59:32,16,PIPI,51,29,0.076427,RHFE;PIPY,54,61.083,-4.72,8.223,63.675,59.479,61.364,138.842,61.33,1.051,67.974,7.595,17.08,1,PIPI PIPI RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_051129.wav,0,0,4.452,0_20160826_051129_000,26/08/2016,05:11:29,5,17:11:29,17,PIPI,22,17,0.146051,RHFE,24,52.376,14.28,5.525,61.746,50.253,53.949,146.677,52.648,2.001,37.313,5.069,12.9,1,RHFE PIPI
High Marks Barn,22/08/2016,73,U1,,20160825_023258.wav,0,0,2.024,0_20160825_023258_000,25/08/2016,02:32:58,2,14:32:58,14,RHFE,8,8,0.77308,,8,79.216,1.64,11.892,80.514,78.065,79.446,110.606,79.616,0.254,-71.932,11.854,3.04,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160825_015437.wav,0,0,2.345,0_20160825_015437_000,25/08/2016,01:54:37,1,13:54:37,13,RHFE,8,8,0.699175,,8,81.547,0.55,22.467,82.926,77.346,81.408,95.972,81.25,1.021,102.287,22.004,5.33,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160823_023948.wav,0,0,2.272,0_20160823_023948_000,23/08/2016,02:39:48,2,14:39:48,14,RHFE,8,8,0.6835,,8,79.918,0.71,20.542,81.152,77.482,80.083,112.388,80.208,0.208,-231.08,16.225,6.46,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160828_234350.wav,0,0,2.117,0_20160828_234350_000,28/08/2016,23:43:50,23,11:43:50,11,RHFE,8,8,0.779809,,8,81.543,-0.84,7.77,82.815,80.012,81.413,94.235,81.352,0.166,88.036,7.721,4.87,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160827_025830.wav,0,0,2.259,0_20160827_025830_000,27/08/2016,02:58:30,2,14:58:30,14,RHFE,9,9,0.551635,,9,80.729,3.89,17.448,82.109,78.219,80.98,167.733,81.103,0.244,-137.423,16.871,11.83,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160827_042632.wav,0,0,2.4,0_20160827_042632_000,27/08/2016,04:26:32,4,16:26:32,16,RHFE,9,9,0.804629,,9,80.824,0.36,13.673,81.935,78.024,80.847,96.423,80.824,0.366,-41.586,13.645,3.4,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160829_000845.wav,0,0,2.033,0_20160829_000845_000,29/08/2016,00:08:45,0,12:08:45,12,RHFE,9,9,0.75725,,9,81.64,4.3,2.614,83.058,80.638,81.812,145.358,82.2,0.07,268.981,2.593,2.56,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160827_024935.wav,0,0,2.661,0_20160827_024935_000,27/08/2016,02:49:35,2,14:49:35,14,RHFE,9,9,0.660023,,9,81.837,0.24,15.995,83.058,77.835,82.042,110.811,82.03,0.447,-179.334,15.776,4.89,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160829_005710.wav,0,0,2.192,0_20160829_005710_000,29/08/2016,00:57:10,0,12:57:10,12,RHFE,9,9,0.694857,,9,81.942,2.31,15.607,83.731,80.177,82.232,121.31,82.487,0.699,131.922,15.328,3.74,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_050622.wav,0,0,2.059,0_20160826_050622_000,26/08/2016,05:06:22,5,17:06:22,17,RHFE,9,9,0.545653,,9,81.833,-0.57,32.801,82.955,76.405,81.813,125.792,81.459,0.787,-291.856,32.625,2.67,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_051048.wav,0,0,2.233,0_20160826_051048_000,26/08/2016,05:10:48,5,17:10:48,17,RHFE,9,9,0.649135,,9,81.75,0.28,20.183,83.369,79.761,81.918,274.699,82.033,1.322,14.592,19.066,3.46,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160827_050217.wav,0,0,2.017,0_20160827_050217_000,27/08/2016,05:02:17,5,17:02:17,17,RHFE,10,10,0.719692,,10,82.575,1.58,7.47,84.312,80.194,82.93,221.993,83.092,0.149,117.083,7.29,4.88,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_045125.wav,0,0,2.431,0_20160826_045125_000,26/08/2016,04:51:25,4,16:51:25,16,RHFE,10,10,0.587443,,10,82.238,0.27,22.321,83.791,81.061,82.383,119.794,82.571,1.556,-104.137,22.074,5.03,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160827_051918.wav,0,0,2.539,0_20160827_051918_000,27/08/2016,05:19:18,5,17:19:18,17,RHFE,11,11,0.739179,,11,80.986,0.58,15.466,82.109,77.963,81.033,109.499,80.9,0.441,175.791,15.377,4.27,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160823_040908.wav,0,0,2.523,0_20160823_040908_000,23/08/2016,04:09:08,4,16:09:08,16,RHFE,11,11,0.529209,,11,81.351,0.97,21.358,82.74,78.484,81.503,101.905,81.586,0.371,-386.906,19.893,5.22,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160827_051840.wav,0,0,3.001,0_20160827_051840_000,27/08/2016,05:18:40,5,17:18:40,17,RHFE,11,11,0.735844,,12,81.102,-0.08,16.499,82.356,79.872,81.031,89.037,81.304,3.432,153.14,15.384,10.14,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160827_024930.wav,0,0,2.547,0_20160827_024930_000,27/08/2016,02:49:30,2,14:49:30,14,RHFE,11,11,0.536926,,11,81.954,0.46,25.186,83.521,78.102,82.297,239.3,82.415,0.344,-649.968,25.038,7.09,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160825_020929.wav,0,0,2.099,0_20160825_020929_000,25/08/2016,02:09:29,2,14:09:29,14,RHFE,11,11,0.641783,,11,82.409,-0.76,24.995,83.588,80.754,82.401,198.741,82.044,0.487,186.13,24.14,4.36,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160825_033731.wav,0,0,2.425,0_20160825_033731_000,25/08/2016,03:37:31,3,15:37:31,15,RHFE,12,12,0.68544,,12,81.375,-4.25,15.864,82.772,80.147,81.627,119.285,81.857,0.085,189.915,15.291,11.75,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_020834.wav,0,0,3.433,0_20160826_020834_000,26/08/2016,02:08:34,2,14:08:34,14,RHFE,12,12,0.768502,,12,81.514,-1.1,5.901,82.722,79.795,81.525,184.278,81.448,0.073,41.423,5.744,4.84,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160825_023253.wav,0,0,3.105,0_20160825_023253_000,25/08/2016,02:32:53,2,14:32:53,14,RHFE,12,12,0.717716,,12,80.016,-0.39,19.273,81.324,75.156,79.939,99.147,79.841,1.337,165.65,17.671,6.4,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160829_001606.wav,0,0,2.823,0_20160829_001606_000,29/08/2016,00:16:06,0,12:16:06,12,RHFE,12,12,0.666228,,12,81.309,0.27,24.717,82.205,76.541,81.083,98.41,80.757,0.634,97.929,20.197,7.26,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160829_042332.wav,0,0,2.7,0_20160829_042332_000,29/08/2016,04:23:32,4,16:23:32,16,RHFE,12,12,0.741912,,12,81.162,0.86,13.045,82.211,78.59,81.11,96.55,81.105,0.298,165.917,12.836,11.35,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160830_001813.wav,0,0,2.032,0_20160830_001813_000,30/08/2016,00:18:13,0,12:18:13,12,RHFE,12,12,0.6118,,13,81.01,-10.4,15.164,82.562,78.419,81.22,94.4,81.337,1.234,-349.819,14.817,9.89,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_020904.wav,0,0,3.676,0_20160826_020904_000,26/08/2016,02:09:04,2,14:09:04,14,RHFE,13,13,0.57294,,14,81.827,-1.4,27.073,82.797,78.333,81.824,128.492,81.12,0.436,-51.858,26.857,10.66,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_025851.wav,0,0,3.193,0_20160826_025851_000,26/08/2016,02:58:51,2,14:58:51,14,RHFE,13,13,0.683507,,13,81.133,1.87,19.04,82.696,78.607,81.373,147.16,81.588,0.603,73.187,18.903,12.31,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_051307.wav,0,0,2.724,0_20160826_051307_000,26/08/2016,05:13:07,5,17:13:07,17,RHFE,7,7,0.795781,,8,80.625,-0.58,17.578,82.071,79.314,80.623,157.942,80.514,2.635,127.514,17.33,4.54,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_051052.wav,0,0,2.965,0_20160826_051052_000,26/08/2016,05:10:52,5,17:10:52,17,RHFE,13,13,0.628161,,13,81.447,0.97,17.591,82.813,79.806,81.63,161.073,81.837,0.489,-158.15,17.58,8.46,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160829_005557.wav,0,0,2.953,0_20160829_005557_000,29/08/2016,00:55:57,0,12:55:57,12,RHFE,13,13,0.780289,,13,80.726,0.9,11.663,82.106,79.077,80.841,99.555,80.842,0.481,151.408,11.492,7.37,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160829_005715.wav,0,0,2.611,0_20160829_005715_000,29/08/2016,00:57:15,0,12:57:15,12,RHFE,13,13,0.739257,,13,82.03,-0.12,11.832,83.353,79.942,82.104,126.909,82.036,0.252,-74.718,11.03,10.89,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160829_035427.wav,0,0,2.529,0_20160829_035427_000,29/08/2016,03:54:27,3,15:54:27,15,RHFE,13,13,0.657592,,13,81.528,-0.64,22.287,82.499,77.248,81.405,100.398,81.08,0.852,67.168,22.204,11.27,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_050943.wav,0,0,2.384,0_20160826_050943_000,26/08/2016,05:09:43,5,17:09:43,17,RHFE,13,13,0.618255,,13,82.881,-1.99,16.03,83.95,80.48,82.535,176.571,82.229,0.346,304.426,15.914,7.64,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160829_221544.wav,0,0,2.709,0_20160829_221544_000,29/08/2016,22:15:44,22,10:15:44,10,RHFE,14,14,0.685617,,13,80.955,0.55,14.772,82.363,78.173,81.101,83.079,81.208,0.612,-15.546,14.753,7.1,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160829_042810.wav,0,0,2.515,0_20160829_042810_000,29/08/2016,04:28:10,4,16:28:10,16,RHFE,14,14,0.643941,,14,81.189,0.33,16.287,82.43,79.281,81.346,86.172,81.356,0.209,-62.211,16.258,9.62,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160824_001626.wav,0,0,2.105,0_20160824_001626_000,24/08/2016,00:16:26,0,12:16:26,12,RHFE,14,14,0.724889,,14,82.491,0.8,9.389,83.729,81.467,82.592,125.312,82.685,0.124,41.237,9.368,8.04,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_051019.wav,0,0,2.024,0_20160826_051019_000,26/08/2016,05:10:19,5,17:10:19,17,RHFE,14,14,0.770267,,14,80.767,4.05,13.161,82.316,78.872,80.976,87.313,81.19,0.817,129.095,13.066,9.23,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160823_040831.wav,0,0,3.033,0_20160823_040831_000,23/08/2016,04:08:31,4,16:08:31,16,RHFE,14,14,0.72717,,15,81.108,3.63,11.752,82.334,79.595,81.195,82.719,81.333,0.695,107.334,11.641,8.77,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_020716.wav,0,0,2.363,0_20160826_020716_000,26/08/2016,02:07:16,2,14:07:16,14,RHFE,14,14,0.746673,,14,81.309,3.8,11.976,82.974,80.016,81.735,109.49,82.187,0.07,25.033,11.6,12.72,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_020729.wav,0,0,2.495,0_20160826_020729_000,26/08/2016,02:07:29,2,14:07:29,14,RHFE,15,15,0.736811,,15,82.034,0,15.581,83.299,80.932,82.209,106.859,82.206,0.104,144.855,15.496,6.44,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_020628.wav,0,0,2.905,0_20160826_020628_000,26/08/2016,02:06:28,2,14:06:28,14,RHFE,15,15,0.645066,,15,81.757,-0.2,14.219,83.124,80.442,81.885,97.792,81.941,0.189,274.523,14.164,9.63,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_013714.wav,0,0,2.295,0_20160826_013714_000,26/08/2016,01:37:14,1,13:37:14,13,RHFE,15,15,0.660473,,15,82.32,-0.17,16.628,83.579,78.703,82.395,114.08,82.261,0.636,-45.005,16.628,4.61,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160825_223314.wav,0,0,3.612,0_20160825_223314_000,25/08/2016,22:33:14,22,10:33:14,10,RHFE,15,15,0.583444,,15,82.549,1.32,13.113,83.991,81.242,82.724,160.69,82.955,1.81,205.391,13.059,10.13,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160829_040943.wav,0,0,3.487,0_20160829_040943_000,29/08/2016,04:09:43,4,16:09:43,16,RHFE,15,15,0.607785,,15,82.495,-0.07,18.218,83.476,79.649,82.355,116.648,82.327,0.31,-276.448,18.205,11.49,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160828_210104.wav,0,0,2.124,0_20160828_210104_000,28/08/2016,21:01:04,21,09:01:04,9,RHFE,15,15,0.566623,,15,82.154,0.68,23.547,83.303,79.573,82.372,84.629,82.263,0.221,-52.461,23.407,14.06,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_045730.wav,0,0,2.251,0_20160826_045730_000,26/08/2016,04:57:30,4,16:57:30,16,RHFE,15,15,0.68816,,15,81.825,-0.51,21.233,83.008,78.053,81.742,140.617,81.376,0.855,-0.127,20.876,8.27,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_050954.wav,0,0,2.888,0_20160826_050954_000,26/08/2016,05:09:54,5,17:09:54,17,RHFE,15,15,0.618583,,17,81.51,-0.08,18.158,82.85,78.327,81.522,91.877,81.409,1.821,215.055,17.982,7.21,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160827_021346.wav,0,0,2.195,0_20160827_021346_000,27/08/2016,02:13:46,2,14:13:46,14,RHFE,15,15,0.632718,,15,81.653,0.63,28.492,82.608,75.657,81.545,115.658,81.156,0.868,-266.388,28.29,9.24,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160827_021401.wav,0,0,2.707,0_20160827_021401_000,27/08/2016,02:14:01,2,14:14:01,14,RHFE,16,16,0.630747,,17,81.168,1.46,22.31,82.506,79.243,81.219,114.074,81.224,0.533,2.221,22.177,16.73,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_051143.wav,0,0,2.305,0_20160826_051143_000,26/08/2016,05:11:43,5,17:11:43,17,RHFE,6,6,0.62908,,6,82.483,-0.13,12.301,83.641,78.738,82.542,98.229,82.5,0.146,-665.624,12.293,1.8,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160827_025837.wav,0,0,2.353,0_20160827_025837_000,27/08/2016,02:58:37,2,14:58:37,14,RHFE,16,16,0.715413,,16,81.18,1.32,14.822,82.653,79.329,81.385,90.077,81.499,0.182,99.247,14.748,15.5,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160829_051336.wav,0,0,3.203,0_20160829_051336_000,29/08/2016,05:13:36,5,17:13:36,17,RHFE,16,16,0.664511,,16,81.486,3.32,10.547,82.913,79.247,81.811,110.689,82.119,0.076,-418.652,10.488,9.09,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_020945.wav,0,0,3.251,0_20160826_020945_000,26/08/2016,02:09:45,2,14:09:45,14,RHFE,16,16,0.640318,,16,81.756,0.69,12.007,82.813,79.774,81.747,105.288,81.807,0.896,-239.24,11.971,4.04,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160824_014513.wav,0,0,2.232,0_20160824_014513_000,24/08/2016,01:45:13,1,13:45:13,13,RHFE,6,6,0.774492,,6,82.069,0.25,14.054,83.351,81.088,82.296,110.938,82.347,0.049,89.277,13.779,1.28,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_045331.wav,0,0,3.104,0_20160826_045331_000,26/08/2016,04:53:31,4,16:53:31,16,RHFE,16,16,0.639964,,16,81.805,0.64,22.238,83.298,79.487,82.051,121.249,81.922,0.561,-103.89,22.106,11.69,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_045424.wav,0,0,2.468,0_20160826_045424_000,26/08/2016,04:54:24,4,16:54:24,16,RHFE,16,16,0.733747,,16,81.75,2.49,15.709,83.19,80.72,82.12,116.844,82.19,0.677,105.948,15.302,3.37,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_045921.wav,0,0,3.656,0_20160826_045921_000,26/08/2016,04:59:21,4,16:59:21,16,RHFE,16,16,0.663078,,17,81.747,1.52,13.588,83.153,79.276,81.709,100.506,82.041,1.889,109.808,13.327,10.65,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_051137.wav,0,0,3.568,0_20160826_051137_000,26/08/2016,05:11:37,5,17:11:37,17,RHFE,16,16,0.707454,,16,82.751,-0.37,21.12,83.728,78.399,82.538,109.392,82.326,0.734,-37.641,21.105,5.35,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160829_231225.wav,0,0,3.516,0_20160829_231225_000,29/08/2016,23:12:25,23,11:12:25,11,RHFE,16,16,0.695777,,16,81.441,-2.42,17.044,82.808,78.74,81.61,99.474,81.445,0.787,53.563,16.445,7.23,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_045312.wav,0,0,2.344,0_20160826_045312_000,26/08/2016,04:53:12,4,16:53:12,16,RHFE,5,5,0.581055,,5,82.313,0.49,28.837,83.88,80.026,82.682,100.397,82.83,0.51,55.841,28.807,2.67,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160827_011529.wav,0,0,2.649,0_20160827_011529_000,27/08/2016,01:15:29,1,13:15:29,13,RHFE,17,17,0.730292,,17,81.074,0.87,15.796,82.345,78.951,81.149,92.748,81.022,0.524,129.4,15.696,12.69,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160827_011553.wav,0,0,3,0_20160827_011553_000,27/08/2016,01:15:53,1,13:15:53,13,RHFE,17,17,0.659621,,17,81.31,0.94,9.699,82.741,79.123,81.395,87.821,81.406,0.171,-203.422,9.228,10.24,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160827_011607.wav,0,0,2.824,0_20160827_011607_000,27/08/2016,01:16:07,1,13:16:07,13,RHFE,17,17,0.724966,,17,82.287,-0.25,13.659,83.351,81.202,82.201,85.68,82.041,0.069,143.394,13.61,9.32,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160827_050202.wav,0,0,2.98,0_20160827_050202_000,27/08/2016,05:02:02,5,17:02:02,17,RHFE,17,17,0.656949,,17,81.66,0.46,19.602,82.948,78.745,81.786,104.823,81.753,0.254,-257.541,19.512,9.75,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160827_030653.wav,0,0,2.391,0_20160827_030653_000,27/08/2016,03:06:53,3,15:06:53,15,RHFE,17,17,0.728984,,17,82.151,-1.07,15.707,83.108,79.335,81.938,102.045,81.715,0.449,63.61,15.675,7.15,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160825_021613.wav,0,0,3.207,0_20160825_021613_000,25/08/2016,02:16:13,2,14:16:13,14,RHFE,17,17,0.777901,,17,81.661,-0.77,11.664,82.852,80.347,81.656,84.436,81.56,0.414,260.519,11.613,7.64,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160827_032204.wav,0,0,4.231,0_20160827_032204_000,27/08/2016,03:22:04,3,15:22:04,15,RHFE,17,17,0.621272,,18,80.379,0.23,21.283,81.651,77.888,80.433,130.351,80.339,1.725,-47.255,19.893,15.11,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_020649.wav,0,0,3.383,0_20160826_020649_000,26/08/2016,02:06:49,2,14:06:49,14,RHFE,17,17,0.710063,,17,81.947,-1.74,6.328,83.2,80.256,81.915,201.022,81.799,0.19,35.986,5.416,6.25,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_011102.wav,0,0,2.887,0_20160826_011102_000,26/08/2016,01:11:02,1,13:11:02,13,RHFE,17,17,0.661679,,17,81.268,-0.2,14.279,82.155,77.293,81.027,100.172,80.872,0.521,-195.866,14.215,11.01,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160826_010822.wav,0,0,3.5,0_20160826_010822_000,26/08/2016,01:08:22,1,13:08:22,13,RHFE,17,17,0.665984,,17,82.7,0.21,20.819,83.782,80.638,82.639,107.531,82.559,0.768,-136.402,19.357,6,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160825_232430.wav,0,0,3.579,0_20160825_232430_000,25/08/2016,23:24:30,23,11:24:30,11,RHFE,18,18,0.6094,,18,82.494,-0.34,19.234,83.647,77.796,82.325,120.594,82.353,0.937,34.345,18.764,8.03,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160823_010952.wav,0,0,3.407,0_20160823_010952_000,23/08/2016,01:09:52,1,13:09:52,13,RHFE,18,18,0.696137,,19,81.57,-0.65,19.842,82.862,78.235,81.521,104.292,81.398,2.201,92.842,19.788,5.21,1,RHFE
High Marks Barn,22/08/2016,73,U1,,20160829_035740.wav,0,0,2.04,0_20160829_035740_000,29/08/2016,03:57:40,3,15:57:40,15,RHFE,4,4,0.596079,,4,83.333,-0.67,22.618,84.22,82.058,82.892,213.292,82.908,0.048,195.989,22.558,2.24,1,RHFE
