Site,Survey date,Site Number,Detector number,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE,DATE,TIME,HOUR,DATE-12,TIME-12, HOUR-12,AUTO ID,PULSES,MATCHING,MARGIN,ALTERNATES,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID,,,,,
Buckfastleigh,,138,T1,,20160728_233414.wac,0,2486.295,147.004,0_20160729_001540_295,29/07/2016,00:15:40,0,28/07/2016,12:15:40,12,PIPY,1127,1037,0.476618,BABA;MYNA;RHFE;MYBE;MYBR;MYDAU;VEMU;PLAUR;EPSE;NYNO,1181,54.322,37.05,3.242,66.078,53.638,56.976,121.164,56.242,1.305,317.134,2.927,284.42,1,PIPY PIPY MYO PIPY MYO PIPY RHFE PIPY RHFE PIPY,,,2481,2,
Buckfastleigh,,138,T1,,20160726_233714.wac,0,2335.016,10.683,0_20160727_001609_016,27/07/2016,00:16:09,0,26/07/2016,12:16:09,12,PIPY,79,73,0.364437,BABA;RHFE;PLAUR,85,54.559,39.94,3.599,64.758,53.489,56.581,111.182,56.665,1.224,312.287,3.224,30.03,1,PIPY PIPY RHFE,,,1851,1,
Buckfastleigh,,138,T1,,20160727_233613.wac,0,2401.455,64.344,0_20160728_001614_455,28/07/2016,00:16:14,0,27/07/2016,12:16:14,12,PIPY,483,441,0.653998,BABA;MYBR;MYNA;EPSE;PLAUR;RHFE;MYDAU;NYNO,504,55.128,36.42,3.427,66.443,54.498,57.662,121.226,57.128,1.335,289.314,3.134,147.8,1,RHFE PIPY MYO PIPY MYO MYO PIPY MYO,,,2367,1,
Buckfastleigh,,138,T1,,20160725_233913.wac,0,2222.964,7.335,0_20160726_001615_964,26/07/2016,00:16:15,0,25/07/2016,12:16:15,12,PIPY,54,42,0.20721,RHFE,54,60.102,34.28,8.281,72.189,58.272,62.565,109.508,61.96,1.383,440.122,7.864,8.88,1,PIPY RHFE,,,1742,1,
Buckfastleigh,,138,T1,,20160725_233913.wac,0,2246.529,11.769,0_20160726_001639_529,26/07/2016,00:16:39,0,25/07/2016,12:16:39,12,PIPY,71,65,0.457136,BABA;RHFE,72,55.044,37.05,4.999,66.992,54.052,57.318,118.327,56.757,1.629,437.946,4.357,37.04,1,RHFE PIPY MYO,,,1826,1,
Buckfastleigh,,138,T1,,20160726_233714.wac,0,2372.991,5.408,0_20160727_001646_991,27/07/2016,00:16:46,0,26/07/2016,12:16:46,12,PIPY,51,43,0.351295,BABA;EPSE;PLAUR;PIPI;RHFE,57,54.997,18.58,4.299,64.451,53.632,56.516,84.615,56.576,1.309,387.415,3.81,30.58,1,PIPY RHFE,,,1721,1,
Buckfastleigh,,111,E2,,20160727_000124.wac,0,943.547,3.152,0_20160727_001707_547,27/07/2016,00:17:07,0,26/07/2016,12:17:07,12,PIPY,6,6,0.362401,,7,57.694,-16.56,2.76,75.811,56.084,60.37,205.037,58.255,1.319,571.253,2.337,5.26,1,PIPY RHFE,,,158,1,
Buckfastleigh,,138,T1,,20160725_233913.wac,0,2274.945,38.953,0_20160726_001707_945,26/07/2016,00:17:07,0,25/07/2016,12:17:07,12,PIPY,331,293,0.395571,BABA;PIPI;MYBR;MYNA;RHFE;MYBE;EPSE;VEMU;PLAUR;NYLE,338,54.251,41.26,3.91,66.384,53.295,56.829,109.269,56.176,1.496,348.855,3.541,125.64,1,PIPY RHFE MYO MYO PIPY MYO,,,2286,1,
Buckfastleigh,,138,T1,,20160725_233913.wac,0,2314.448,55.351,0_20160726_001747_448,26/07/2016,00:17:47,0,25/07/2016,12:17:47,12,PIPY,540,487,0.345185,BABA;PIPI;MYBR;RHFE;MYNA;VEMU;PINA;NYLE;NYNO;PLAUR;EPSE,559,54.955,38.49,3.715,68.637,54.244,57.879,96.112,57.109,1.396,338.105,3.389,149.01,1,MYO PIPY PIPY RHFE MYO MYO RHFE PIPY RHFE,,,2388,3,
Buckfastleigh,,138,T1,,20160727_233613.wac,0,2496.325,13.773,0_20160728_001749_325,28/07/2016,00:17:49,0,27/07/2016,12:17:49,12,PIPY,100,83,0.307854,BABA;PIPI;RHFE;PLAUR,105,56.88,32.59,5.686,67.179,55.385,59.072,113.161,58.714,1.44,308.537,5.353,50.21,1,MYO PIPY MYO RHFE PIPY,,,1914,1,
Buckfastleigh,,138,T1,,20160726_233714.wac,0,2444.523,20.076,0_20160727_001758_523,27/07/2016,00:17:58,0,26/07/2016,12:17:58,12,PIPY,85,76,0.452111,BABA;RHFE,89,55.783,30.2,3.875,67.118,54.886,57.987,183.385,57.398,1.324,330.435,3.528,26.85,1,PIPY RHFE,,,1868,1,
Buckfastleigh,,138,T1,,20160728_233414.wac,0,2633.705,17.393,0_20160729_001807_705,29/07/2016,00:18:07,0,28/07/2016,12:18:07,12,PIPY,192,179,0.437707,BABA;RHFE;MYNA;PLAUR;EPSE,202,54.84,39.37,3.211,68.007,54.281,57.665,81.296,56.865,1.348,333.827,2.873,43.75,1,PIPY PIPY RHFE,,,2120,1,
Buckfastleigh,,138,T1,,20160726_233714.wac,0,2464.775,67.724,0_20160727_001818_775,27/07/2016,00:18:18,0,26/07/2016,12:18:18,12,PIPY,417,366,0.340311,BABA;RHFE;EPSE;VEMU;PLAUR,435,56.151,30.76,4.572,67.787,55.052,58.434,150.258,57.686,1.461,362.59,4.135,192.51,1,PIPY PIPY RHFE RHFE RHFE PIPY,,,2334,3,
Buckfastleigh,,138,T1,,20160728_233414.wac,0,2651.833,44.365,0_20160729_001825_833,29/07/2016,00:18:25,0,28/07/2016,12:18:25,12,PIPY,395,367,0.397159,BABA;MYNA;RHFE;MYBR;MYBE;PLAUR;EPSE;VEMU,417,54.866,44.21,3.313,67.862,54.252,57.836,101.743,57.105,1.395,233.379,2.968,104.32,1,PIPY PIPY MYO MYO RHFE,,,2326,1,
Buckfastleigh,,138,T1,,20160727_233613.wac,0,2552.625,30.173,0_20160728_001845_625,28/07/2016,00:18:45,0,27/07/2016,12:18:45,12,PIPY,196,183,0.475417,BABA;MYNA;RHFE;MYBR;PLAUR;EPSE,201,55.126,37.66,3.413,68.023,54.558,57.951,135.869,57.148,1.274,362.615,3.198,57.99,1,PIPY MYO RHFE PIPY,,,2129,1,
Buckfastleigh,,138,T1,,20160725_233913.wac,0,2378.017,41.881,0_20160726_001851_017,26/07/2016,00:18:51,0,25/07/2016,12:18:51,12,PIPY,269,234,0.357175,BABA;MYBR;MYNA;RHFE;EPSE;PLAUR;NYNO;PINA;VEMU,281,54.068,33.6,3.548,65.955,53.221,56.545,143.351,55.89,1.432,292.14,3.179,91.97,1,PIPY PIPY MYO RHFE PIPY MYO PIPY,,,2231,1,
Buckfastleigh,,138,T1,,20160728_233414.wac,0,2711.227,74.072,0_20160729_001925_227,29/07/2016,00:19:25,0,28/07/2016,12:19:25,12,PIPY,639,604,0.506345,BABA;MYNA;PIPI;MYBE;MYDAU;PLAUR;EPSE;RHFE,665,54.176,43.9,2.841,66.663,53.75,57.009,111.162,56.358,1.288,336.513,2.566,151.12,1,PIPY MYO RHFE PIPY,,,2413,1,
Buckfastleigh,,138,T1,,20160726_233714.wac,0,2534.32,62.779,0_20160727_001928_320,27/07/2016,00:19:28,0,26/07/2016,12:19:28,12,PIPY,412,385,0.54394,BABA;MYNA;RHFE;VEMU;EPSE,422,54.052,37.65,3.173,65.571,53.439,56.479,140.309,55.86,1.292,379.363,2.843,108.37,1,PIPY PIPY RHFE MYO RHFE,,,2332,2,
Buckfastleigh,,138,T1,,20160725_233913.wac,0,2436.095,14.904,0_20160726_001949_095,26/07/2016,00:19:49,0,25/07/2016,12:19:49,12,PIPY,48,39,0.283663,RHFE;MYBR;NYLE,49,57.139,30.72,4.383,68.276,56.024,59.451,154.201,58.491,1.384,391.363,3.877,31.03,1,RHFE PIPY PIPY MYO PIPY,,,1705,1,
Buckfastleigh,,138,T1,,20160727_233613.wac,0,2630.429,6.869,0_20160728_002003_429,28/07/2016,00:20:03,0,27/07/2016,12:20:03,12,PIPY,52,41,0.213455,RHFE;MYNA;PLAUR,52,58.6,37.25,6.413,71.405,56.036,61.469,83.825,60.258,1.569,247.317,6.073,34.14,1,PIPY PIPY RHFE,,,1728,1,
Buckfastleigh,,138,T1,,20160727_233613.wac,0,2638.545,6.653,0_20160728_002011_545,28/07/2016,00:20:11,0,27/07/2016,12:20:11,12,PIPY,22,13,0.084588,RHFE,23,65.6,30.45,10.084,74.488,62.158,67.406,120.338,66.774,1.205,196.167,9.746,33.61,1,PIPY RHFE,,,1626,1,
Buckfastleigh,,138,T1,,20160725_233913.wac,0,2483.992,53.307,0_20160726_002036_992,26/07/2016,00:20:36,0,25/07/2016,12:20:36,12,PIPY,450,397,0.322053,BABA;MYBR;PIPI;RHFE;MYNA;MYBE;VEMU;EPSE;NYLE;PLAUR,469,55.419,42.39,3.66,69.244,54.541,58.376,108.771,57.64,1.37,347.232,3.308,115.99,1,PIPY MYO PIPY PIPY MYO RHFE RHFE RHFE MYO,,,2354,3,
Buckfastleigh,,138,T1,,20160728_233414.wac,0,2786.937,85.061,0_20160729_002040_937,29/07/2016,00:20:40,0,28/07/2016,12:20:40,12,PIPY,562,525,0.494637,BABA;RHFE;MYNA;MYBR;PLAUR,586,54.544,36.81,3.164,66.357,53.952,57.237,144.975,56.379,1.316,337.219,2.849,159,1,PIPY PIPY RHFE MYO PIPY,,,2395,1,
Buckfastleigh,,122,R1,,20160726_233715.wac,0,2630.903,31.696,0_20160727_002105_903,27/07/2016,00:21:05,0,26/07/2016,12:21:05,12,RHFE,2,2,0.068606,,10,59.197,83.61,2.513,91.948,56.563,66.821,567.399,61.036,1.615,-601.149,2.188,4.38,1,RHFE,,,615,1,
Buckfastleigh,,138,T1,,20160726_233714.wac,0,2643.916,24.983,0_20160727_002117_916,27/07/2016,00:21:17,0,26/07/2016,12:21:17,12,PIPY,144,134,0.480547,BABA;RHFE,150,54.854,39.95,3.241,66.493,54.33,57.368,154.237,56.871,1.326,383.819,2.883,31.48,1,PIPY RHFE,,,2008,1,
Buckfastleigh,,138,T1,,20160727_233613.wac,0,2738.656,2.143,0_20160728_002151_656,28/07/2016,00:21:51,0,27/07/2016,12:21:51,12,RHFE,8,8,0.648835,,8,82.385,1.92,19.752,83.786,80.038,82.588,129.59,82.815,0.319,46.974,19.534,8.53,1,RHFE,,,1554,1,
Buckfastleigh,,138,T1,,20160725_233913.wac,0,2564.905,4.093,0_20160726_002157_905,26/07/2016,00:21:57,0,25/07/2016,12:21:57,12,PIPY,14,7,0.081146,RHFE;BABA,15,65.24,28.82,9.782,71.793,60.607,66.157,181.112,66.269,1.526,-50.068,8.722,10.63,1,MYO PIPY RHFE,,,1604,1,
Buckfastleigh,,138,T1,,20160728_233414.wac,0,2872.873,23.825,0_20160729_002206_873,29/07/2016,00:22:06,0,28/07/2016,12:22:06,12,PIPY,219,195,0.369188,BABA;RHFE;PIPI;MYNA;VEMU,231,55.636,47.61,4.282,68.843,54.59,58.479,101.573,57.952,1.367,366.559,3.957,61.29,1,PIPY PIPY RHFE RHFE,,,2171,2,
Buckfastleigh,,138,T1,,20160727_233613.wac,0,2759.507,22.492,0_20160728_002212_507,28/07/2016,00:22:12,0,27/07/2016,12:22:12,12,PIPY,96,68,0.153848,BABA;MYBR;PIPI;MYNA;RHFE;MYDAU,101,56.345,75.52,4.56,70.678,53.635,59.298,216.762,60.075,1.168,335.547,4.044,45.79,1,PIPY PIPI PIPY MYO PIPY RHFE PIPY MYO,,,1900,1,
Buckfastleigh,,138,T1,,20160728_233414.wac,0,2898.259,110.74,0_20160729_002232_259,29/07/2016,00:22:32,0,28/07/2016,12:22:32,12,PIPY,801,742,0.485762,BABA;MYNA;RHFE;MYBR;PLAUR;VEMU;NYLE,824,54.54,37.67,3.409,66.672,53.871,57.298,131.736,56.48,1.341,343.379,3.108,252.59,1,RHFE PIPY RHFE PIPY RHFE,,,2449,3,
Buckfastleigh,,124,A2,,20160726_233806.wac,0,2695.001,2.297,0_20160727_002301_001,27/07/2016,00:23:01,0,26/07/2016,12:23:01,12,RHFE,20,15,0.216142,PINA;PIPI,21,72.998,-1.65,5.864,75.391,69.797,72.769,40.592,72.937,1.675,109.8,4.983,10.26,1,RHFE,,,91,1,
Buckfastleigh,,138,T1,,20160725_233913.wac,0,2632.149,65.649,0_20160726_002305_149,26/07/2016,00:23:05,0,25/07/2016,12:23:05,12,PIPY,314,286,0.461462,BABA;MYBR;RHFE;MYBE;VEMU,329,54.506,37.07,3.622,66.754,53.753,57.012,190.435,56.244,1.443,351.698,3.275,125.26,1,PIPY MYO RHFE PIPY MYO PIPY MYO PIPY MYO PIPY MYO PIPY MYO,,,2269,1,
Buckfastleigh,,138,T1,,20160727_233613.wac,0,2825.583,8.716,0_20160728_002318_583,28/07/2016,00:23:18,0,27/07/2016,12:23:18,12,PIPY,54,50,0.481392,BABA;RHFE,54,55.416,41.35,3.861,67.46,54.932,57.941,107.224,57.402,1.303,450.344,3.528,11.06,1,PIPY RHFE,,,1745,1,
Buckfastleigh,,138,T1,,20160726_233714.wac,0,2781.732,8.167,0_20160727_002335_732,27/07/2016,00:23:35,0,26/07/2016,12:23:35,12,PIPY,36,25,0.160133,BABA;RHFE;MYNA;RHHI;EPSE,38,60.067,33.17,5.816,68.501,58.63,61.82,158.578,61.79,1.025,134.793,5.596,28.31,1,RHFE PIPY PIPY,,,1664,1,
Buckfastleigh,,114,O2,,20160726_233917.wac,0,2688.916,2.783,0_20160727_002405_916,27/07/2016,00:24:05,0,26/07/2016,12:24:05,12,RHFE,2,2,0.783611,,3,80.304,57.44,12.082,82.779,79.498,81.355,129.293,82.2,1.137,-102.234,9.624,1.76,1,PIPI RHFE RHFE,,,533,2,
Buckfastleigh,,138,T1,,20160725_233913.wac,0,2702.252,10.147,0_20160726_002415_252,26/07/2016,00:24:15,0,25/07/2016,12:24:15,12,PIPY,99,81,0.23346,BABA;RHFE;MYNA;MYBE,105,57.344,43.14,4.442,70.046,56.309,60.117,96.312,59.998,1.224,251.002,4.015,43.35,1,PIPY MYO RHFE PIPY,,,1907,1,
Buckfastleigh,,138,T1,,20160727_233613.wac,0,2893.787,13.112,0_20160728_002426_787,28/07/2016,00:24:26,0,27/07/2016,12:24:26,12,PIPY,70,49,0.155055,BABA;RHFE;MYBE;MYNA;PLAUR,72,61.582,5.83,6.35,73.609,57.563,62.34,120.542,62.308,1.531,284.667,5.767,53.84,1,RHFE PIPY MYO RHFE MYO,,,1822,2,
Buckfastleigh,,138,T1,,20160728_233414.wac,0,3021.507,17.492,0_20160729_002435_507,29/07/2016,00:24:35,0,28/07/2016,12:24:35,12,PIPY,148,128,0.396002,BABA;RHFE;MYNA;VEMU,155,56.018,38.25,4.329,66.677,54.87,58.117,106.383,57.829,1.338,324.76,3.943,47.45,1,RHFE RHFE PIPY,,,2022,2,
Buckfastleigh,,138,T1,,20160725_233913.wac,0,2727.121,8.677,0_20160726_002440_121,26/07/2016,00:24:40,0,25/07/2016,12:24:40,12,PIPY,59,47,0.234317,BABA;PIPI;RHFE;VEMU;PLAUR,62,56.775,39.5,5.292,67.871,55.394,59.117,72.543,58.83,1.254,327.654,4.845,15.44,1,PIPY PIPY PIPY RHFE,,,1766,1,
Buckfastleigh,,138,T1,,20160727_233613.wac,0,2907.107,10.992,0_20160728_002440_107,28/07/2016,00:24:40,0,27/07/2016,12:24:40,12,PIPY,101,87,0.338759,BABA;MYBE;MYNA;RHFE;EPSE,102,55.865,47.82,4.008,69.255,54.818,58.634,82.88,58.126,1.758,341.335,3.603,28.61,1,PIPY RHFE,,,1921,1,
Buckfastleigh,,138,T1,,20160725_233913.wac,0,2737.529,116.769,0_20160726_002450_529,26/07/2016,00:24:50,0,25/07/2016,12:24:50,12,PIPY,886,778,0.354546,BABA;PIPI;MYBR;RHFE;MYNA;MYBE;VEMU;PLAUR;MYDAU;EPSE,942,55.393,33.47,3.93,68.11,54.547,58.015,122.133,57.253,1.39,352.039,3.574,326.51,1,PIPY PIPY RHFE RHFE MYO MYO RHFE MYO PIPY MYO RHFE MYO,,,2460,4,
Buckfastleigh,,138,T1,,20160727_233613.wac,0,2919.997,131.301,0_20160728_002452_997,28/07/2016,00:24:52,0,27/07/2016,12:24:52,12,PIPY,1028,965,0.117764,MYNA;BABA;RHFE;MYBE;MYBR;NYLE;PIPI;MYDAU;PLAUR;EPSE;PINA,1067,55.061,36.56,3.737,70.226,54.15,58.297,116.811,57.044,1.619,303.123,3.371,252.52,1,MYO PIPY MYO RHFE MYO MYO PIPY MYO RHFE MYO,,,2473,2,
Buckfastleigh,,138,T1,,20160726_233714.wac,0,2863.109,11.389,0_20160727_002457_109,27/07/2016,00:24:57,0,26/07/2016,12:24:57,12,PIPY,67,63,0.509506,BABA;RHFE;EPSE,68,54.295,33.82,3.317,65.577,53.654,56.578,117.65,56.184,1.31,368.979,3.034,19.05,1,PIPY RHFE,,,1798,1,
Buckfastleigh,,120,U2,,20160727_233605.wac,0,2999.887,2.112,0_20160728_002604_887,28/07/2016,00:26:04,0,27/07/2016,12:26:04,12,RHFE,3,3,0.588765,,3,81.394,0.89,28.033,83.333,76.743,82.035,130.809,82.483,0.048,0,26.563,0.88,1,RHFE,,,2613,1,
Buckfastleigh,,122,R1,,20160727_233616.wac,0,3004.177,22.621,0_20160728_002620_177,28/07/2016,00:26:20,0,27/07/2016,12:26:20,12,Noise,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,RHFE,,,601,1,
Buckfastleigh,,138,T1,,20160726_233714.wac,0,2950.215,21.784,0_20160727_002624_215,27/07/2016,00:26:24,0,26/07/2016,12:26:24,12,PIPY,94,84,0.356882,BABA;RHFE;MYBR;EPSE,100,55.882,38.53,3.36,67.615,55.244,58.334,196.225,58.024,1.113,318.388,3.016,36.56,1,RHFE MYO PIPY,,,1893,1,
Buckfastleigh,,122,R1,,20160726_233715.wac,0,2954.299,117.7,0_20160727_002629_299,27/07/2016,00:26:29,0,26/07/2016,12:26:29,12,RHFE,14,12,0.276039,RHHI,24,70.099,31.75,9.924,84.462,66.582,74.038,3475.78,70.853,1.065,-20.837,9.273,23.62,1,RHFE RHFE RHFE RHFE,,,1316,4,
Buckfastleigh,,138,T1,,20160725_233913.wac,0,2857.963,56.936,0_20160726_002650_963,26/07/2016,00:26:50,0,25/07/2016,12:26:50,12,PIPY,431,384,0.389935,BABA;PIPI;MYNA;MYBR;RHFE;MYBE;RHHI;EPSE;NYLE;VEMU,463,55.062,38.63,4.025,67.265,54.318,57.737,122.65,57.068,1.495,260.516,3.655,146.61,1,PIPY MYO RHFE PIPY MYO PIPY MYO PIPY RHFE,,,2344,2,
Buckfastleigh,,138,T1,,20160727_233613.wac,0,3051.375,21.824,0_20160728_002704_375,28/07/2016,00:27:04,0,27/07/2016,12:27:04,12,PIPY,167,152,0.386485,BABA;MYBE;RHFE;MYNA,173,55.792,31.34,4.015,70.824,54.677,58.509,111.901,57.729,1.526,338.922,3.599,48.92,1,MYO PIPY RHFE PIPY MYO,,,2067,1,
Buckfastleigh,,138,T1,,20160727_233613.wac,0,3073.315,19.584,0_20160728_002726_315,28/07/2016,00:27:26,0,27/07/2016,12:27:26,12,PIPY,150,137,0.407166,BABA;RHFE;MYBE,154,55.597,30.75,4.4,69.729,54.826,58.314,109.057,57.347,1.564,404.515,4.063,54.81,1,RHFE PIPY RHFE PIPY,,,2030,2,
Buckfastleigh,,138,T1,,20160728_233414.wac,0,3200.304,56.095,0_20160729_002734_304,29/07/2016,00:27:34,0,28/07/2016,12:27:34,12,PIPY,521,469,0.379642,BABA;MYNA;RHFE;EPSE;MYDAU;VEMU;NYLE;PLAUR,554,55.116,43.28,3.54,67.606,54.357,57.894,97.572,57.252,1.367,281.284,3.234,197.82,1,PIPY PIPY RHFE PIPY RHFE PIPY PIPY,,,2378,2,
Buckfastleigh,,138,T1,,20160725_233913.wac,0,2917.317,88.881,0_20160726_002750_317,26/07/2016,00:27:50,0,25/07/2016,12:27:50,12,PIPY,672,615,0.404323,BABA;MYNA;MYBR;EPSE;VEMU;NYNO;NYLE;MYDAU;PLAUR,710,53.885,42.7,3.039,66.813,53.337,56.764,119.493,56.027,1.377,307.462,2.732,165.44,1,MYO PIPY RHFE PIPY MYO PIPY MYO PIPY,,,2423,1,
Buckfastleigh,,138,T1,,20160726_233714.wac,0,3080.789,10.209,0_20160727_002834_789,27/07/2016,00:28:34,0,26/07/2016,12:28:34,12,PIPY,68,63,0.494064,BABA;RHFE,72,55.73,41.25,3.882,66.109,54.617,57.733,92.243,57.388,1.362,321.123,3.481,30.72,1,PIPY RHFE,,,1807,1,
Buckfastleigh,,138,T1,,20160727_233613.wac,0,3147.448,28.751,0_20160728_002840_448,28/07/2016,00:28:40,0,27/07/2016,12:28:40,12,PIPY,255,234,0.368103,BABA;RHFE;MYBE;EPSE;NYLE,266,54.945,33.61,4.389,69.533,54.205,57.887,97.428,56.921,1.663,447.227,3.982,63.26,1,PIPY PIPY MYO RHFE,,,2218,1,
Buckfastleigh,,138,T1,,20160726_233714.wac,0,3095.781,11.317,0_20160727_002849_781,27/07/2016,00:28:49,0,26/07/2016,12:28:49,12,PIPY,70,54,0.264687,BABA;RHFE;MYNA;MYBE,72,58.056,27.46,5.093,69.134,56.411,60.232,104.65,59.533,1.291,333.357,4.842,12.91,1,PIPY RHFE,,,1818,1,
Buckfastleigh,,111,E2,,20160727_000124.wac,0,1648.499,2.7,0_20160727_002852_499,27/07/2016,00:28:52,0,26/07/2016,12:28:52,12,NoID,2,0,0,PIPY,4,56.869,36,2.339,65.849,55.661,58.516,135.849,58.642,0.723,216.941,1.868,2.58,1,PIPY RHFE,6,,159,1,7
Buckfastleigh,,138,T1,,20160728_233414.wac,0,3281.677,135.421,0_20160729_002855_677,29/07/2016,00:28:55,0,28/07/2016,12:28:55,12,PIPY,1104,1024,0.421617,BABA;RHFE;MYNA;MYBE;MYBR;EPSE;NYLE;MYDAU,1152,54.815,39.77,3.446,68.182,54.094,57.724,114.556,56.807,1.368,332.723,3.119,330.69,1,PIPY RHFE PIPY RHFE RHFE PIPY PIPY,,,2478,3,
Buckfastleigh,,138,T1,,20160727_233613.wac,0,3178.604,52.395,0_20160728_002911_604,28/07/2016,00:29:11,0,27/07/2016,12:29:11,12,PIPY,453,419,0.34767,BABA;RHFE;MYNA;MYBE;MYBR;PLAUR;MYDAU,472,55.236,34.35,4.148,71.377,54.258,58.46,106.83,57.24,1.729,325.324,3.722,120.17,1,PIPY RHFE MYO PIPY MYO MYO PIPY RHFE,,,2356,2,
Buckfastleigh,,138,T1,,20160725_233913.wac,0,3018.764,40.135,0_20160726_002931_764,26/07/2016,00:29:31,0,25/07/2016,12:29:31,12,PIPY,309,281,0.391685,BABA;RHFE;MYNA;MYBR;EPSE;PLAUR;VEMU;MYDAU,329,54.934,40.59,3.585,68.264,54.155,57.776,112.932,57.032,1.373,327.249,3.233,104.05,1,PIPY RHFE PIPY MYO PIPY,,,2265,1,
Buckfastleigh,,138,T1,,20160726_233714.wac,0,3207.305,9.393,0_20160727_003041_305,27/07/2016,00:30:41,0,26/07/2016,12:30:41,12,PIPY,69,61,0.384386,RHFE,72,57.394,32.9,3.934,68.302,56.367,59.572,86.89,59.168,1.27,412.688,3.552,14.31,1,PIPY RHFE,,,1812,1,
Buckfastleigh,,122,R1,,20160726_233715.wac,0,3235.803,176.896,0_20160727_003110_803,27/07/2016,00:31:10,0,26/07/2016,12:31:10,12,RHFE,12,8,0.136994,RHHI,41,64.175,66.89,5.764,88.25,61.868,70.541,3940.506,66.413,1.238,68.916,5.47,25.54,1,RHFE RHFE RHFE RHFE,,,1295,4,
Buckfastleigh,,138,T1,,20160725_233913.wac,0,3132.86,2.439,0_20160726_003125_860,26/07/2016,00:31:25,0,25/07/2016,12:31:25,12,RHFE,6,6,0.765203,,6,82.766,-0.66,18.512,83.635,79.111,82.367,93.504,82.058,1.61,-60.191,18.463,1.33,1,RHFE,,,1533,1,
Buckfastleigh,,138,T1,,20160728_233414.wac,0,3435.153,52.745,0_20160729_003129_153,29/07/2016,00:31:29,0,28/07/2016,12:31:29,12,PIPY,335,299,0.409311,BABA;MYBR;MYNA;RHFE;MYBE;EPSE;PLAUR,346,54.785,43.85,3.368,66.697,53.89,57.407,144.65,56.789,1.312,317.022,3.049,110.23,1,PIPY RHFE RHFE MYO PIPY,,,2289,2,
Buckfastleigh,,138,T1,,20160727_233613.wac,0,3319.557,86.941,0_20160728_003132_557,28/07/2016,00:31:32,0,27/07/2016,12:31:32,12,PIPY,714,639,0.34867,PIPI;BABA;MYBR;MYBE;MYNA;RHFE;MYDAU;EPSE;PLAUR;NYLE;VEMU,748,54.354,34.42,3.714,69.9,53.648,57.635,113.15,56.395,1.677,340.61,3.345,172.79,1,PIPY PIPI PIPY RHFE MYO PIPY RHFE MYO PIPY PIPY RHFE,,,2436,3,
Buckfastleigh,,138,T1,,20160725_233913.wac,0,3147.435,11.864,0_20160726_003140_435,26/07/2016,00:31:40,0,25/07/2016,12:31:40,12,PIPY,99,75,0.170205,BABA;RHFE;PLAUR,101,59.264,22.33,6.931,71.393,57.661,61.462,96.042,60.894,1.595,336.034,6.535,48.64,1,PIPY RHFE,,,1905,1,
Buckfastleigh,,138,T1,,20160726_233714.wac,0,3275.471,7.328,0_20160727_003149_471,27/07/2016,00:31:49,0,26/07/2016,12:31:49,12,PIPY,36,21,0.114168,RHFE;BABA;MYNA,36,64.058,21.42,6.347,71.257,62.512,65.461,105.618,65.194,0.906,54.629,6.039,7.63,1,PIPY RHFE,,,1660,1,
Buckfastleigh,,138,T1,,20160725_233913.wac,0,3159.999,7,0_20160726_003152_999,26/07/2016,00:31:52,0,25/07/2016,12:31:52,12,PIPY,32,15,0.039678,RHFE;BABA;EPSE,33,65.422,28.1,8.403,71.837,63.368,66.963,155.044,67.065,0.926,214.046,8.056,43.88,1,PIPY RHFE,,,1649,1,
Buckfastleigh,,138,T1,,20160726_233714.wac,0,3284.935,16.164,0_20160727_003158_935,27/07/2016,00:31:58,0,26/07/2016,12:31:58,12,PIPY,67,64,0.503701,MYNA;RHFE,69,54.6,29.92,3.434,67.192,53.928,56.93,118.355,56.234,1.406,385.458,3.046,18.14,1,PIPY RHFE,,,1797,1,
Buckfastleigh,,138,T1,,20160728_233414.wac,0,3488.641,39.957,0_20160729_003222_641,29/07/2016,00:32:22,0,28/07/2016,12:32:22,12,PIPY,319,303,0.55009,BABA;MYNA;RHFE;MYBR;PLAUR;EPSE,334,53.695,36.4,3.03,66.32,53.205,56.391,112.604,55.482,1.397,331.598,2.666,81.28,1,PIPY RHFE PIPY,,,2273,1,
Buckfastleigh,,138,T1,,20160725_233913.wac,0,3218.951,97.848,0_20160726_003251_951,26/07/2016,00:32:51,0,25/07/2016,12:32:51,12,PIPY,725,655,0.413731,BABA;PIPI;RHFE;MYNA;MYBE;MYBR;VEMU;PLAUR;EPSE;NYLE,761,54.539,36.13,3.484,67.266,53.825,57.359,124.726,56.49,1.416,375.914,3.15,204.57,1,PIPY MYO PIPY RHFE PIPY RHFE PIPY RHFE,,,2440,3,
Buckfastleigh,,138,T1,,20160727_233613.wac,0,3408.085,13.613,0_20160728_003301_085,28/07/2016,00:33:01,0,27/07/2016,12:33:01,12,PIPY,95,91,0.42103,BABA;MYBR;RHFE,99,54.677,37.81,3.797,70.32,53.957,57.65,116.071,56.705,1.677,350.266,3.359,24.91,1,PIPY RHFE,,,1897,1,
